barcode,location,author,title,publisher_code,status
31426,ECE,SERGIO FRANCO,Design with Operational Amplifiers and Analog Integrated Circuits,TATAMCGRAW-HILL,Available
31427,ECE,SERGIO FRANCO,Design with Operational Amplifiers and Analog Integrated Circuits,TATAMCGRAW-HILL,Available
31428,ECE,SERGIO FRANCO,Design with Operational Amplifiers and Analog Integrated Circuits,TATAMCGRAW-HILL,Available
31429,ECE,SERGIO FRANCO,Design with Operational Amplifiers and Analog Integrated Circuits,TATAMCGRAW-HILL,Not for loan
31430,ECE,SIMON HAYKIN,Signals And Systems,JOHNWIILEY&SONS,Available
31431,ECE,SIMON HAYKIN,Signals And Systems,JOHNWIILEY&SONS,Available
31432,ECE,SIMON HAYKIN,Signals And Systems,JOHNWIILEY&SONS,Available
31433,ECE,SIMON HAYKIN,Signals And Systems,JOHNWIILEY&SONS,Available
31434,ECE,SIMON HAYKIN,Signals And Systems,JOHNWIILEY&SONS,Available
31435,ECE,SIMON HAYKIN,Signals And Systems,JOHNWIILEY&SONS,Available
31436,ECE,SIMON HAYKIN,Signals And Systems,JOHNWIILEY&SONS,Available
31437,ECE,SIMON HAYKIN,Signals And Systems,JOHNWIILEY&SONS,Available
31438,ECE,SIMON HAYKIN,Signals And Systems,JOHNWIILEY&SONS,Available
31439,ECE,SIMON HAYKIN,Signals And Systems,JOHNWIILEY&SONS,Not for loan
31440,ECE,WILLIAM STALLINGS,Data And Computer Communications,PRENTICEHALLOFINDIA,Available
31441,MBA,BISWAJEET PATTANAYAK,HUMAN  RESOURCE MANAGEMENT,PRENTICEHALL,Available
31442,MBA,BISWAJEET PATTANAYAK,HUMAN  RESOURCE MANAGEMENT,PRENTICEHALL,Available
31443,MBA,BISWAJEET PATTANAYAK,HUMAN  RESOURCE MANAGEMENT,PRENTICEHALL,Available
31444,MBA,BISWAJEET PATTANAYAK,HUMAN  RESOURCE MANAGEMENT,PRENTICEHALL,Not for loan
31445,MBA,EDWARD T DOWLING,THEORY AND PROBLEMS OF INTRODUCTION TO MATHEMATICAL ECONOMICS,TATAMCGRAW-HILL,Available
31446,MBA,EDWARD T DOWLING,THEORY AND PROBLEMS OF INTRODUCTION TO MATHEMATICAL ECONOMICS,TATAMCGRAW-HILL,Not for loan
31447,MBA,M Y KHAN,Financial Management,TATAMCGRAW-HILL,Available
31448,MBA,M Y KHAN,Financial Management,TATAMCGRAW-HILL,Available
31449,MBA,M Y KHAN,Financial Management,TATAMCGRAW-HILL,Available
31450,MBA,M Y KHAN,Financial Management,TATAMCGRAW-HILL,Available
31451,MBA,M Y KHAN,Financial Management,TATAMCGRAW-HILL,Available
31452,MBA,M Y KHAN,Financial Management,TATAMCGRAW-HILL,Available
31453,MBA,M Y KHAN,Financial Management,TATAMCGRAW-HILL,Not for loan
31454,ECE,WILLIAM D STANLEY,Operational Amplifiers and Linear Integrated Circuits,PEARSIONEDUCATION,Available
31455,ECE,WILLIAM D STANLEY,OPERATIIONAL AMPLIFIERS AND LINEAR INTEGRATED CIRCUITS,PEARSONEDUCATION,Not for loan
31456,ECE,WILLIAM D STANLEY,Operational Amplifiers and Linear Integrated Circuits,PEARSIONEDUCATION,Available
31457,ECE,WILLIAM D STANLEY,Operational Amplifiers and Linear Integrated Circuits,PEARSONEDUCATION,Available
31458,ECE,WILLIAM D STANLEY,Operational Amplifiers and Linear Integrated Circuits,PEARSONEDUCATION,Not for loan
31459,CSE,FRED HALLSAL,"DATA COMMUNICATION, COMPUTER NETWORK AND OPEN SYSTEMS",PEARSONEDUCATION,Available
31460,CSE,FRED HALLSAL,"DATA COMMUNICATION, COMPUTER NETWORK AND OPEN SYSTEMS",PEARSONEDUCATION,Available
31463,CSE,FRED HALLSAL,"DATA COMMUNICATION, COMPUTER NETWORK AND OPEN SYSTEMS",PEARSONEDUCATION,Available
31464,CSE,FRED HALLSAL,"DATA COMMUNICATION, COMPUTER NETWORK AND OPEN SYSTEMS",PEARSONEDUCATION,Not for loan
31466,ECE,ALAN V OPPENHEIM,Signal And Systems,PEARSONEDUCATION,Available
31468,ECE,ALAN V OPPENHEIM,Signal And Systems,PEARSONEDUCATION,Available
31469,ECE,ALAN V OPPENHEIM,Signal And Systems,PEARSONEDUCATION,Available
31470,ECE,ALAN V OPPENHEIM,Signal And Systems,PEARSONEDUCATION,Available
31471,ECE,ALAN V OPPENHEIM,Signal And Systems,PEARSONEDUCATION,Available
31472,ECE,ALAN V OPPENHEIM,Signal And Systems,PEARSONEDUCATION,Not for loan
31473,EIE,JOSEPH J CARR,INTRODUCTION TO BIOMEDICAL EQUIPMENT TECHNOLOGY,PEARSIONEDUCATION,Not for loan
31474,ECE,JACOB MILLMAN,INTEGRATED ELCTROINCS,TATAMCGRAW-HILLPUBLISHINGCOLTD,Available
31475,ECE,JACOB MILLMAN,INTEGRATED ELCTROINCS,TATAMCGRAW-HILLPUBLISHINGCOLTD,Available
31476,ECE,JACOB MILLMAN,INTEGRATED ELCTROINCS,TATAMCGRAW-HILLPUBLISHINGCOLTD,Available
31477,ECE,JACOB MILLMAN,INTEGRATED ELCTROINCS,TATAMCGRAW-HILLPUBLISHINGCOLTD,Available
31478,ECE,JACOB MILLMAN,INTEGRATED ELCTROINCS,TATAMCGRAW-HILLPUBLISHINGCOLTD,Not for loan
31479,ECE,JOHN G PROAKIS,DIGITAL COMMUNICATIONS,MCGRAW-HILL,Available
31480,ECE,JOHN G PROAKIS,DIGITAL COMMUNICATIONS,MCGRAW-HILL,Available
31481,ECE,JOHN G PROAKIS,DIGITAL COMMUNICATIONS,MCGRAW-HILL,Available
31482,ECE,JOHN G PROAKIS,DIGITAL COMMUNICATIONS,MCGRAW-HILL,Available
31483,ECE,JOHN G PROAKIS,DIGITAL COMMUNICATIONS,MCGRAW-HILL,Available
31484,ECE,JOHN G PROAKIS,DIGITAL COMMUNICATIONS,MCGRAW-HILL,Available
31485,ECE,JOHN G PROAKIS,DIGITAL COMMUNICATIONS,MCGRAW-HILL,Not for loan
31486,IT,BEHROUS A FOROUZAN,TCP/IP PROTOCOL SOITE,TATAMCGRAW-HILL,Available
31487,IT,BEHROUS A FOROUZAN,TCP/IP PROTOCOL SOITE,TATAMCGRAW-HILL,Available
31488,IT,BEHROUS A FOROUZAN,TCP/IP PROTOCOL SOITE,TATAMCGRAW-HILL,Available
31489,IT,BEHROUS A FOROUZAN,TCP/IP PROTOCOL SOITE,TATAMCGRAW-HILL,Available
31490,IT,BEHROUS A FOROUZAN,TCP/IP PROTOCOL SOITE,TATAMCGRAW-HILL,Available
31491,IT,BEHROUS A FOROUZAN,TCP/IP PROTOCOL SOITE,TATAMCGRAW-HILL,Available
31492,IT,BEHROUS A FOROUZAN,TCP/IP PROTOCOL SOITE,TATAMCGRAW-HILL,Available
31493,IT,BEHROUS A FOROUZAN,TCP/IP PROTOCOL SOITE,TATAMCGRAW-HILL,Available
31494,IT,BEHROUS A FOROUZAN,TCP/IP PROTOCOL SOITE,TATAMCGRAW-HILL,Not for loan
31495,MATHS,MARY L BOAS,MATHEMATICAL METHODS IN THE PHYSICAL SCIENCES,JOHNWILEY&SONS,Available
31496,MATHS,MARY L BOAS,MATHEMATICAL METHODS IN THE PHYSICAL SCIENCES,JOHNWILEY&SONS,Available
31497,MATHS,MARY L BOAS,MATHEMATICAL METHODS IN THE PHYSICAL SCIENCES,JOHNWILEY&SONS,Available
31498,MATHS,HOWARD ANTON,CALCULUS,JOHNWILEY&SONS,Not for loan
31504,MECH,JAMES SUCEC,HEAT TRANSFER,JAICOPLUBLISHINGHOUSE,Available
31505,MECH,C ELANCHEZHIAN,"DESIGN JIGS, FIXTURES AND PRESS TOOLS",ESWARPRESS,Available
31506,MECH,C ELANCHEZHIAN,"DESIGN JIGS, FIXTURES AND PRESS TOOLS",ESWARPRESS,Available
31507,MECH,C ELANCHEZHIAN,"DESIGN JIGS, FIXTURES AND PRESS TOOLS",ESWARPRESS,Available
31508,MECH,C ELANCHEZHIAN,"DESIGN JIGS, FIXTURES AND PRESS TOOLS",ESWARPRESS,Available
31509,MECH,C ELANCHEZHIAN,"DESIGN JIGS, FIXTURES AND PRESS TOOLS",ESWARPRESS,Not for loan
31510,MECH,C ELANCHEZHIAN,ENGINEERING METROLOGY,ESWARPRESS,Available
31511,MECH,C ELANCHEZHIAN,ENGINEERING METROLOGY,ESWARPRESS,Available
31512,MECH,C ELANCHEZHIAN,ENGINEERING METROLOGY,ESWARPRESS,Available
31513,MECH,ELANCHEZHIAN C,ENGINEERING METROLOGY,ESWARPRESS,Available
31514,MECH,C ELANCHEZHIAN,ENGINEERING METROLOGY,ESWARPRESS,Not for loan
31515,CSE,DR R KESAVAN,COMPUTER AIDED MANUFACTURING,ESWARPRESS,Available
31516,CSE,DR R KESAVAN,COMPUTER AIDED MANUFACTURING,ESWARPRESS,Available
31517,CSE,DR R KESAVAN,COMPUTER AIDED MANUFACTURING,ESWARPRESS,Available
31518,CSE,DR R KESAVAN,COMPUTER AIDED MANUFACTURING,ESWARPRESS,Available
31519,CSE,DR R KESAVAN,COMPUTER AIDED MANUFACTURING,ESWARPRESS,Not for loan
31520,EIE,A J BOUWENS,Digital Instrumentation,TATAMCGRAW-HILL,Available
31521,EIE,A J BOUWENS,Digital Instrumentation,TATAMCGRAW-HILL,Available
31522,MBA,JACK CLARK FRANCIS,SCHAUMS OUTLINES INVESTMENTS,TATAMCGRAW-HILLPUBLISHINGCOLTD,Available
31523,MBA,JACK CLARK FRANCIS,SCHAUMS OUTLINES INVESTMENTS,TATAMCGRAW-HILLPUBLISHINGCOLTD,Not for loan
31524,MBA,JAE K SHIM,SCHAUMS OUTLINES FINANCIAL MANAGEMENT,TATAMCGRAW-HILLPUBLISHINGCOLTD,Not for loan
31525,PHY,P K PALANISAMY,MATERIALS SICENCE FOR ELECTRONICS ENGINEEERS,SCITECPUBLICATIONS,Available
31526,PHY,P K PALANISAMY,MATERIALS SICENCE FOR ELECTRONICS ENGINEEERS,SCITECPUBLICATIONS,Not for loan
31527,PHY,DR.M.ARUMUGAM,PHYSICS II,ANURADHA,Not for loan
31528,CSE,SILBERSCHATZ,OPERATING SYSTEM  CONCEPTS,JOHNWILEY&SONS,Available
31529,CSE,SILBERSCHATZ,OPERATING SYSTEM  CONCEPTS,JOHNWILEY&SONS,Available
31530,CSE,SILBERSCHATZ,OPERATING SYSTEM  CONCEPTS,JOHNWILEY&SONS,Available
31531,CSE,SILBERSCHATZ,OPERATING SYSTEM  CONCEPTS,JOHNWILEY&SONS,Available
31532,CSE,SILBERSCHATZ,OPERATING SYSTEM  CONCEPTS,JOHNWILEY&SONS,Not for loan
31533,CSE,WOLF WAYNE,COMPUTERS AS COMPONENTS,MORGANKAOFMANNPUBLISHERS,Not for loan
31534,MATHS,A SINGARAVELU,PROBABILITY AND QUEUEING THEORY,MEENAKSHIAGENCY,Not for loan
31535,MATHS,A SINGARAVELU,PROBABILITY AND RANDOM PROCESSES,MEENAKSHIAGENCY,Not for loan
31536,MATHS,A SINGARAVELU,Probability and Statistics,MEENAKSHIAGENCY,Not for loan
31537,IT,P KALAISELVI,PRINCIPLES OF COMPILER DESIGN,PRATHEEBA-COIMBATOR,Not for loan
31538,CSE,DAVID J KRUGLINSKI,PROGRAMMING MICROSOFT VISUAL C++,MICROSOFTPRESS,Available
31540,MCA,DAVID J KRUGLINSKI,PROGRAMMING MICROSOFT VISUAL C++,MICROSOFTPRESS,Available
31541,MCA,DAVID J KRUGLINSKI,PROGRAMMING MICROSOFT VISUAL C++,WPPUBLICATIONS&DISTRIBUTORSPVTLTD,Available
31542,MCA,DAVID J KRUGLINSKI,PROGRAMMING MICROSOFT VISUAL C++,WPPUBLICATIONS&DISTRIBUTORSPVTLTD,Available
31543,CSE,DAVID J KRUGLINSKI,PROGRAMMING MICROSOFT VISUAL C++,WPPUBLICATIONS&DISTRIBUTORSPVTLTD,Available
31544,CSE,DAVID J KRUGLINSKI,VISUAL C++,WPPUBLISHERS,Not for loan
31545,CSE,DAVID J KRUGLINSKI,PROGRAMMING  MICROSOFT VISUAL C+,WPPUBLISHER&DISTRIBUTORS(P)LTD.,Not for loan
31546,CSE,KRUGLINSKI D T,PROGRAMMING MICROSOFT VISUAL C++,WPPUBLICATIONS&DISTRIBUTORSPVTLTD,Available
31547,CSE,DAVID J KRUGLINSKI,PROGRAMMING MICROSOFT VISUAL C++,WPPUBLICATIONS&DISTRIBUTORSPVTLTD,Not for loan
31548,CSE,ANANY LEVITIN,INTRODUCTION TO THE DESIGN & ANALYSIS OF ALGORITHMS,PEARSONEDUCATION,Available
31550,CSE,ANANY LEVITIN,INTRODUCTION TO THE DESIGN & ANALYSIS OF ALGORITHMS,PEARSONEDUCATION,Available
31551,CSE,ANANY LEVITIN,INTRODUCTION TO THE DESIGN AND ANALYSIS OF ALGORITHMS,PEARSIONEDUCATION,Available
31552,CSE,ANANY LEVITIN,INTRODUCTION TO THE DESGIN AND ANALYSIS OF ALGORITHMS,PEARSIONEDUCATION,Available
31553,CSE,ANANY LEVITIN,INTRODUCTION TO THE DESGIN AND ANALYSIS OF ALGORITHMS,PEARSIONEDUCATION,Available
31554,CSE,ANANY LEVITIN,INTRODUCTION TO THE DESIGN & ANALYSIS OF ALGORITHMS,PEARSONEDUCATION,Available
31555,CSE,ANANY LEVITIN,INTRODUCTION TO THE DESGIN AND ANALYSIS OF ALGORITHMS,PEARSIONEDUCATION,Available
31556,CSE,ANANY LEVITIN,THE DESIGN AND ANALYSIS OF ALGORITHMS,PEARSIONEDUCATION,Not for loan
31557,CSE,ANANY LEVITIN,INTRODUCTION TO THE DESIGN AND ANALYSIS OF ALGORITHMS,PEARSIONEDUCATION,Not for loan
31558,CSE,ANANY LEVITIN,INTRODUCTION TO THE DESIGN & ANALYSIS OF ALGORITHMS,PEARSONEDUCATION,Not for loan
31560,CSE,ANANY LEVITIN,INTRODUCTION TO THE DESGIN AND ANALYSIS OF ALGORITHMS,PEARSIONEDUCATION,Not for loan
31561,CSE,ANANY LEVITIN,INTRODUCTION TO THE DESIGN & ANALYSIS OF ALOGRITHM,PEARSONEDUCATION,Not for loan
31562,CSE,ELMASRI,Fundamentals of Database Systems,PEARSONEDUCATION,Available
31563,CSE,ELMASRI,Fundamentals of Database Systems,PEARSONEDUCATION,Available
31564,CSE,ELMASRI,Fundamentals of Database Systems,PEARSONEDUCATION,Available
31566,CSE,ELMASRI,Fundamentals of Database Systems,PEARSONEDUCATION,Not for loan
31567,EEE,T.NAGESWARA RAO,Electric Circuit Analysis,ARPUBLICATIONS,Available
31568,EEE,T.NAGESWARA RAO,Electric Circuit Analysis,ARPUBLICATIONS,Available
31569,EEE,T.NAGESWARA RAO,Electric Circuit Analysis,ARPUBLICATIONS,Available
31570,EEE,T.NAGESWARA RAO,Electric Circuit Analysis,ARPUBLICATIONS,Available
31571,EEE,T.NAGESWARA RAO,Electric Circuit Analysis,ARPUBLICATIONS,Available
31572,EEE,T.NAGESWARA RAO,Electric Circuit Analysis,ARPUBLICATIONS,Available
31573,EEE,T.NAGESWARA RAO,Electric Circuit Analysis,ARPUBLICATIONS,Available
31574,EEE,T.NAGESWARA RAO,Electric Circuit Analysis,ARPUBLICATIONS,Available
31575,EEE,T.NAGESWARA RAO,Electric Circuit Analysis,ARPUBLICATIONS,Available
31576,EEE,T.NAGESWARA RAO,Electric Circuit Analysis,ARPUBLICATIONS,Available
31577,EEE,T.NAGESWARA RAO,Electric Circuit Analysis,ARPUBLICATIONS,Available
31578,EEE,T.NAGESWARA RAO,Electric Circuit Analysis,ARPUBLICATIONS,Available
31579,EEE,T.NAGESWARA RAO,Electric Circuit Analysis,ARPUBLICATIONS,Available
31580,EEE,T.NAGESWARA RAO,Electric Circuit Analysis,ARPUBLICATIONS,Available
31581,EEE,T.NAGESWARA RAO,Electric Circuit Analysis,ARPUBLICATIONS,Not for loan
31582,MECH,WILLIAM D CALLISTER,MATERIAL SCIENCE AND ENGINEERING,JOHNWILEY&SONS,Available
31583,MECH,WILLIAM D CALLISTER,MATERIAL SCIENCE AND ENGINEERING,JOHNWILEY&SONS,Available
31584,MECH,WILLIAM D CALLISTER,MATERIAL SCIENCE AND ENGINEERING,JOHNWILEY&SONS,Available
31585,MECH,WILLIAM D CALLISTER,MATERIALS SCIENCE AND ENGINEERING,JOHNWILEY&SONS,Not for loan
31586,MECH,WILLIAM D CALLISTER,MATERIAL SCIENCE AND ENGINEERING,JOHNWILEY&SONS,Not for loan
31587,EEE,BADRI RAM,POWER SYSTEM PRODUCTION AND SWITCHGEAR,TATAMCGRAW-HILL,Available
31588,EEE,BADRI RAM,POWER SYSTEM PRODUCTION AND SWITCHGEAR,TATAMCGRAW-HILL,Available
31589,EEE,BADRI RAM,POWER SYSTEM PRODUCTION AND SWITCHGEAR,TATAMCGRAW-HILL,Not for loan
31590,MECH,V K NARAYANAN,MANAGING TECHNOLIGY AND INNOVATION FOR COMPETITIVE ADVANTAGE,PEARSONEDUCATION,Not for loan
31591,MECH,V K NARAYANAN,MANAGING TECHNOLOGY AND INNOVATION FOR COMPETITIVE ADVANTAGE,PEARSIONEDUCATION,Available
31592,MECH,NARAYANAN V K,MANAGING TECHNOLOGY AND INNOVATION FOR COMPETITIVE ADVANTAGE,PEARSONEDUCATION,Not for loan
31593,ENG,NAVEEN,PHONETIC DICTIONARY,NAVEENGROUPOFPUBLICATIONS,Not for loan
31594,ENG,NAVEEN,PHONETIC DICTIONARY ENGLISH,LITERACYFORALLPROJECT,Available
31595,ENG,NAVEEN,PHONETIC DICTIONARY ENGLISH,LITERACYFORALLPROJECT,Available
31596,ENG,NAVEEN,PHONETIC DICTIONARY ENGLISH,LITERACYFORALLPROJECT,Available
31597,ENG,NAVEEN,PHONETIC DICTIONARY ENGLISH,LITERACYFORALLPROJECT,Not for loan
31603,MBA,DALE H BESTERFIELD,TOTAL QUALITY MANAGEMENT,PEARSONEDUCATION,Available
31604,MBA,DALE H BESTERFIELD,TOTAL QUALITY MANAGEMENT,PEARSONEDUCATION,Available
31605,MBA,DALE H BESTERFIELD,TOTAL QUALITY MANAGEMENT,PEARSONEDUCATION,Available
31606,MBA,DALE H BESTERFIELD,TOTAL QUALITY MANAGEMENT,PEARSONEDUCATION,Available
31607,MBA,DALE H BESTERFIELD,TOTAL QUALITY MANAGEMENT,PEARSONEDUCATION,Available
31608,MBA,DALE H BESTERFIELD,TOTAL QUALITY MANAGEMENT,PEARSONEDUCATION,Available
31609,MBA,DALE H BESTERFIELD,TOTAL QUALITY MANAGEMENT,PEARSONEDUCATION,Available
31610,MBA,DALE H BESTERFIELD,TOTAL QUALITY MANAGEMENT,PEARSONEDUCATION,Available
31611,MBA,DALE H BESTERFIELD,TOTAL QUALITY MANAGEMENT,PEARSONEDUCATION,Available
31612,MBA,DALE H BESTERFIELD,TOTAL QUALITY MANAGEMENT,PEARSONEDUCATION,Available
31613,MBA,DALE H BESTERFIELD,TOTAL QUALITY MANAGEMENT,PEARSONEDUCATION,Available
31614,MBA,DALE H BESTERFIELD,TOTAL QUALITY MANAGEMENT,PEARSONEDUCATION,Available
31615,MBA,DALE H BESTERFIELD,TOTAL QUALITY MANAGEMENT,PEARSONEDUCATION,Available
31616,MBA,DALE H BESTERFIELD,TOTAL QUALITY MANAGEMENT,PEARSONEDUCATION,Available
31617,MBA,DALE H BESTERFIELD,TOTAL QUALITY MANAGEMENT,PEARSONEDUCATION,Available
31618,MBA,DALE H BESTERFIELD,TOTAL QUALITY MANAGEMENT,PEARSONEDUCATION,Available
31619,MBA,DALE H BESTERFIELD,TOTAL QUALITY MANAGEMENT,PEARSONEDUCATION,Available
31620,MBA,DALE H BESTERFIELD,TOTAL QUALITY MANAGEMENT,PEARSONEDUCATION,Available
31621,MBA,DALE H BESTERFIELD,TOTAL QUALITY MANAGEMENT,PEARSONEDUCATION,Available
31622,MBA,DALE H BESTERFIELD,TOTAL QUALITY MANAGEMENT,PEARSONEDUCATION,Available
31623,MECH,P NAGESWARA RAO,CAD/CAM,TATAMCGRAW-HILL,Available
31624,MECH,P NAGESWARA RAO,CAD/CAM,TATAMCGRAW-HILL,Available
31625,MECH,P NAGESWARA RAO,CAD/CAM,TATAMCGRAW-HILL,Available
31626,MECH,P NAGESWARA RAO,CAD/CAM,TATAMCGRAW-HILL,Available
31627,MECH,P NAGESWARA RAO,CAD/CAM,TATAMCGRAW-HILL,Available
31628,MECH,MIKELL P GROOVER,CAD CAM,PRENTICEHALL,Not for loan
31629,MECH,MIKELL P GROOVER,CAD/CAM,PRENTCIE-HALLOFINDIA,Available
31630,MECH,MIKELL P GROOVER,CAD/CAM,PRENTCIE-HALLOFINDIA,Not for loan
31631,MECH,YORAM KOREN,COMPUTER CONTROL OF MANUFACTURRING SYSTEMS,TATAMCGRAW-HILL,Available
31632,MECH,YORAM KOREN,COMPUTER CONTROL OF MANUFACTURRING SYSTEMS,TATAMCGRAW-HILL,Not for loan
31633,MECH,ANDREW PARR,HYDRAULICS AND PNEUMATICS,JAICOPUBLISHING,Available
31634,MECH,ANDREW PARR,HYDRAULICS AND PNEUMATICS,JAICOPUBLISHING,Available
31635,MECH,ANDREW PARR,HYDRAULICS AND PNEUMATICS,JAICOPUBLISHING,Available
31636,MECH,ANDREW PARR,HYDRAULICS AND PNEUMATICS,JAICOPUBLISHING,Available
31637,MECH,ANDREW PARR,HYDRAULICS AND PNEUMATICS,JAICOPUBLISHING,Not for loan
31638,MBA,ROBERT H LOWSON,STRATEGIC OPERATIONS MANAGEMENTS,TAYLIR&FRANCIS,Available
31639,MBA,ROBERT H LOWSON,STRATEGIC OPERATIONS MANAGEMENTS,TAYLIR&FRANCIS,Available
31640,MBA,ROBERT H LOWSON,STRATEGIC OPERATIONS MANAGEMENTS,TAYLIR&FRANCIS,Not for loan
31645,MBA,MARTAND T TELSANG,PRODUCTI0N MANAGEMENT,SCHAND&CO,Available
31646,MBA,MARTAND T TELSANG,PRODUCTI0N MANAGEMENT,SCHAND&CO,Not for loan
31647,MBA,PRASANNA CHANDRA,FINANCE SENSE,TATAMCGRAW-HILL,Not for loan
31648,MBA,POORNIMA M CHARANTIMATH,TOTAL QUALITY MANAGEMENT,PEARSIONEDUCATION,Not for loan
31651,MBA,JAE K SHIM,SCHAUM`S OUTLINE OF THEORY AND PROBLEMS OF FINACIAL MANAGEMENT,TATAMCGRAW-HILL,Not for loan
31652,MBA,DONNA C S SUMMERS,QUALITY MANAGEMENT,PEARSONEDUCATION,Available
31653,MBA,DONNA C S SUMMERS,QUALITY MANAGEMENT,PEARSONEDUCATION,Not for loan
31654,MATHS,J MEDHI,STOCHASTIC PROCESSES,NEWAGEINTERNATIONAL,Available
31655,MATHS,J MEDHI,STOCHASTIC PROCESSES,NEWAGEINTERNATIONAL,Available
31656,MATHS,J MEDHI,STOCHASTIC PROCESSES,NEWAGEINTERNATIONAL,Available
31657,MATHS,J MEDHI,STOCHASTIC PROCESSES,NEWAGEINTERNATIONAL,Available
31658,MATHS,J MEDHI,STOCHASTIC PROCESSES,NEWAGEINTERNATIONAL,Available
31659,MATHS,J MEDHI,STOCHASTIC PROCESSES,NEWAGEINTERNATIONAL,Available
31660,MATHS,J MEDHI,STOCHASTIC PROCESSES,NEWAGEINTERNATIONAL,Available
31661,MATHS,J MEDHI,STOCHASTIC PROCESSES,NEWAGEINTERNATIONAL,Available
31662,MATHS,J MEDHI,STOCHASTIC PROCESSES,NEWAGEINTERNATIONAL,Available
31663,MATHS,J MEDHI,STOCHASTIC PROCESSES,NEWAGEINTERNATIONAL,Available
31664,MATHS,J MEDHI,STOCHASTIC PROCESSES,NEWAGEINTERNATIONAL,Available
31665,MATHS,J MEDHI,STOCHASTIC PROCESSES,NEWAGEINTERNATIONAL,Available
31666,MATHS,J MEDHI,STOCHASTIC PROCESSES,NEWAGEINTERNATIONAL,Available
31667,MATHS,J MEDHI,STOCHASTIC PROCESSES,NEWAGEINTERNATIONAL,Available
31668,MATHS,J MEDHI,STOCHASTIC PROCESSES,NEWAGEINTERNATIONAL,Available
31669,MATHS,J MEDHI,STOCHASTIC PROCESSES,NEWAGEINTERNATIONAL,Available
31670,MATHS,J MEDHI,STOCHASTIC PROCESSES,NEWAGEINTERNATIONAL,Available
31671,MATHS,J MEDHI,STOCHASTIC PROCESSES,NEWAGEINTERNATIONAL,Available
31672,MATHS,J MEDHI,STOCHASTIC PROCESSES,NEWAGEINTERNATIONAL,Available
31673,MATHS,J MEDHI,STOCHASTIC PROCESSES,NEWAGEINTERNATIONAL,Not for loan
31674,MATHS,ROBERT WREDE,SCHAUMS OUTLINE OF THEORY AND PROBLEMS OF ADVANCED CALCULUS,TATAMCGRAW-HILL,Available
31675,MATHS,ROBERT WREDE,SCHAUMS OUTLINE OF THEORY AND PROBLEMS OF ADVANCED CALCULUS,TATAMCGRAW-HILL,Available
31676,MATHS,ROBERT WREDE,SCHAUMS OUTLINE OF THEORY AND PROBLEMS OF ADVANCED CALCULUS,TATAMCGRAW-HILL,Not for loan
31677,MECH,FRANK P INCROPERA,FUNDAMENTALS OF HEAT AND MASS TRANSFER,WILEYSTUDENTEDITION,Available
31678,MECH,FRANK P INCROPERA,FUNDAMENTALS OF HEAT AND MASS TRANSFER,JOHNWILEY&SONS(ASIA)PTELTD,Not for loan
31679,MECH,JAMES SUCEC,HEAT TRANSFER,JAICOPLUBLISHINGHOUSE,Not for loan
31680,MECH,NICHOLAS P CHEREMISINOFF,HEAT TRANSFER HANDBOOK,JAICOBOOKS,Not for loan
31681,CSE,DALE ROGERSON,INSIDE COM,MICROSOFTPRESS,Available
31682,CSE,DALE ROGERSON,INSIDE COM,MICROSOFTPRESS,Available
31683,CSE,DALE ROGERSON,INSIDE COM,MICROSOFTPRESS,Available
31684,CSE,DALE ROGERSON,INSIDE COM,MICROSOFTPRESS,Available
31685,CSE,DALE ROGERSON,INSIDE COM,MICROSOFTPRESS,Not for loan
31686,CSE,JUDITH JEFFCOATE,MULTIMEDIA IN PRACTICE,"PRENTICE-HALLOFINDIA,NEWDELHI",Available
31687,CSE,JUDITH JEFFCOATE,MULTIMEDIA IN PRACTICE,"PRENTICE-HALLOFINDIA,NEWDELHI",Available
31688,CSE,JUDITH JEFFCOATE,MULTIMEDIA IN PRACTICE,"PRENTICE-HALLOFINDIA,NEWDELHI",Available
31689,CSE,JUDITH JEFFCOATE,MULTIMEDIA IN PRACTICE,"PRENTICE-HALLOFINDIA,NEWDELHI",Available
31690,CSE,JUDITH JEFFCOATE,MULTIMEDIA IN PRACTICE,"PRENTICE-HALLOFINDIA,NEWDELHI",Available
31691,CSE,JUDITH JEFFCOATE,MULTIMEDIA IN PRACTICE,"PRENTICE-HALLOFINDIA,NEWDELHI",Not for loan
31692,EEE,L P SING,ADVANCED POWER SYSTEM ANALYSIS AND DYNAMICS,NEWAGEINTERNATIONAL,Available
31693,EEE,L P SING,ADVANCED POWER SYSTEM ANALYSIS AND DYNAMICS,NEWAGEINTERNATIONAL,Available
31694,EEE,L P SING,ADVANCED POWER SYSTEM ANALYSIS AND DYNAMICS,NEWAGEINTERNATIONAL,Available
31695,EEE,L P SING,ADVANCED POWER SYSTEM ANALYSIS AND DYNAMICS,NEWAGEINTERNATIONAL,Available
31696,EEE,L P SING,ADVANCED POWER SYSTEM ANALYSIS AND DYNAMICS,NEWAGEINTERNATIONAL,Not for loan
31697,MECH,A AZAD,FUNDAMENTALS OF COMPUTER AIDED MANUFACTRING,JAICOPUBLISHINGHOUSE,Available
31698,MECH,A AZAD,FUNDAMENTALS OF COMPUTER AIDED MANUFACTRING,JAICOPUBLISHINGHOUSE,Available
31699,MECH,A AZAD,FUNDAMENTALS OF COMPUTER AIDED MANUFACTRING,JAICOPUBLISHINGHOUSE,Available
